x1,x2,x3,x4,x5,y
0.5,0.5,0.5,0.5,0.5,0.5115677047
0.5115677047,0.5,0.5,0.5,0.5,0.4964095679
0.4964095679,0.5115677047,0.5,0.5,0.5,0.5131627062
0.5131627062,0.4964095679,0.5115677047,0.5,0.5,0.5334717841
0.5334717841,0.5131627062,0.4964095679,0.5115677047,0.5,0.5338693046
0.5338693046,0.5334717841,0.5131627062,0.4964095679,0.5115677047,0.5536940628
0.5536940628,0.5338693046,0.5334717841,0.5131627062,0.4964095679,0.5536940628
0.5536940628,0.5536940628,0.5338693046,0.5334717841,0.5131627062,0.5540893595
0.5540893595,0.5536940628,0.5536940628,0.5338693046,0.5334717841,0.5263110873
0.5263110873,0.5540893595,0.5536940628,0.5536940628,0.5338693046,0.468118628
0.468118628,0.5263110873,0.5540893595,0.5536940628,0.5536940628,0.4059405471
0.4059405471,0.468118628,0.5263110873,0.5540893595,0.5536940628,0.4059405471
0.4059405471,0.4059405471,0.468118628,0.5263110873,0.5540893595,0.3074821361
0.3074821361,0.4059405471,0.4059405471,0.468118628,0.5263110873,0.3427387555
0.3427387555,0.3074821361,0.4059405471,0.4059405471,0.468118628,0.3036259953
0.3036259953,0.3427387555,0.3074821361,0.4059405471,0.4059405471,0.08644125531
0.5525078541,0.5163520521,0.5079783137,0.5,0.5,0.5698530288
0.5698530288,0.5525078541,0.5163520521,0.5079783137,0.5,0.6528402593
0.6528402593,0.5698530288,0.5525078541,0.5163520521,0.5079783137,0.6700314463
0.6700314463,0.6528402593,0.5698530288,0.5525078541,0.5163520521,0.6772418897
0.6772418897,0.6700314463,0.6528402593,0.5698530288,0.5525078541,0.7648527612
0.7648527612,0.6772418897,0.6700314463,0.6528402593,0.5698530288,0.8284352729
0.8284352729,0.7648527612,0.6772418897,0.6700314463,0.6528402593,0.8851243993
0.8851243993,0.8284352729,0.7648527612,0.6772418897,0.6700314463,0.9615530627
0.9615530627,0.8851243993,0.8284352729,0.7648527612,0.6772418897,0.9992508175
0.9992508175,0.9615530627,0.8851243993,0.8284352729,0.7648527612,0.9999947108
0.9999947108,0.9992508175,0.9615530627,0.8851243993,0.8284352729,0.9998433215
0.9998433215,0.9999947108,0.9992508175,0.9615530627,0.8851243993,0.9999958443
0.9999958443,0.9998433215,0.9999947108,0.9992508175,0.9615530627,1
1,0.9999958443,0.9998433215,0.9999947108,0.9992508175,1
1,1,0.9999958443,0.9998433215,0.9999947108,1
0.4916228278,0.4836479479,0.4920216863,0.5,0.5,0.4832493491
0.4832493491,0.4916228278,0.4836479479,0.4920216863,0.5,0.4916228278
0.4916228278,0.4832493491,0.4916228278,0.4836479479,0.4920216863,0.4912239778
0.4912239778,0.4916228278,0.4832493491,0.4916228278,0.4836479479,0.5
0.5,0.4912239778,0.4916228278,0.4832493491,0.4916228278,0.4820536545
0.4820536545,0.5,0.4912239778,0.4916228278,0.4832493491,0.4164436357
0.4164436357,0.4820536545,0.5,0.4912239778,0.4916228278,0.4078807029
0.4078807029,0.4164436357,0.4820536545,0.5,0.4912239778,0.4102118711
0.4102118711,0.4078807029,0.4164436357,0.4820536545,0.5,0.4082690069
0.4082690069,0.4102118711,0.4078807029,0.4164436357,0.4820536545,0.3947345805
0.3947345805,0.4082690069,0.4102118711,0.4078807029,0.4164436357,0.3882051903
0.3882051903,0.3947345805,0.4082690069,0.4102118711,0.4078807029,0.3993615496
0.3993615496,0.3882051903,0.3947345805,0.4082690069,0.4102118711,0.2640202622
0.2640202622,0.3993615496,0.3882051903,0.3947345805,0.4082690069,0.1630499241
0.1630499241,0.2640202622,0.3993615496,0.3882051903,0.3947345805,0.04262541195
0.04262541195,0.1630499241,0.2640202622,0.3993615496,0.3882051903,0.01118576547
0.01118576547,0.04262541195,0.1630499241,0.2640202622,0.3993615496,0.3962752896
0.3962752896,0.01118576547,0.04262541195,0.1630499241,0.2640202622,0.4502617752
0.4502617752,0.3962752896,0.01118576547,0.04262541195,0.1630499241,0.4601721627
0.4601721627,0.4502617752,0.3962752896,0.01118576547,0.04262541195,0.4395934678
0.4395934678,0.4601721627,0.4502617752,0.3962752896,0.01118576547,0.4336850245
0.4336850245,0.4395934678,0.4601721627,0.4502617752,0.3962752896,0.5513211756
0.5513211756,0.4336850245,0.4395934678,0.4601721627,0.4502617752,1
0.5,0.4920216863,0.5,0.5,0.5,0.5083771722
0.5083771722,0.5,0.4920216863,0.5,0.5,0.5167506509
0.5167506509,0.5083771722,0.5,0.4920216863,0.5,0.5131627062
0.5131627062,0.5167506509,0.5083771722,0.5,0.4920216863,0.5643470731
0.5643470731,0.5131627062,0.5167506509,0.5083771722,0.5,0.5726009907
0.5726009907,0.5643470731,0.5131627062,0.5167506509,0.5083771722,0.5866749761
0.5866749761,0.5726009907,0.5643470731,0.5131627062,0.5167506509,0.5812139375
0.5812139375,0.5866749761,0.5726009907,0.5643470731,0.5131627062,0.5944472086
0.5944472086,0.5812139375,0.5866749761,0.5726009907,0.5643470731,0.5893992898
0.5893992898,0.5944472086,0.5812139375,0.5866749761,0.5726009907,0.6612949984
0.6612949984,0.5893992898,0.5944472086,0.5812139375,0.5866749761,0.7411840283
0.7411840283,0.6612949984,0.5893992898,0.5944472086,0.5812139375,0.7029832098
0.7029832098,0.7411840283,0.6612949984,0.5893992898,0.5944472086,0.6761644772
0.6761644772,0.7029832098,0.7411840283,0.6612949984,0.5893992898,0.6568936404
0.6568936404,0.6761644772,0.7029832098,0.7411840283,0.6612949984,0.6568936404
0.6568936404,0.6568936404,0.6761644772,0.7029832098,0.7411840283,0.6740052255
0.6740052255,0.6568936404,0.6568936404,0.6761644772,0.7029832098,0.9995626407
0.9995626407,0.6740052255,0.6568936404,0.6568936404,0.6761644772,0.9999991148
0.9999991148,0.9995626407,0.6740052255,0.6568936404,0.6568936404,1
0.5,0.5,0.5,0.5,0.5,0.4916228278
0.4916228278,0.5,0.5,0.5,0.5,0.4916228278
0.4916228278,0.4916228278,0.5,0.5,0.5,0.4916228278
0.4916228278,0.4916228278,0.4916228278,0.5,0.5,0.4916228278
0.4916228278,0.4916228278,0.4916228278,0.4916228278,0.5,0.4916228278
0.4916228278,0.4916228278,0.4916228278,0.4916228278,0.4916228278,0.4824522019
0.4824522019,0.4916228278,0.4916228278,0.4916228278,0.4916228278,0.4776709036
0.4776709036,0.4824522019,0.4916228278,0.4916228278,0.4916228278,0.4824522019
0.4824522019,0.4776709036,0.4824522019,0.4916228278,0.4916228278,0.5362537045
0.5362537045,0.4824522019,0.4776709036,0.4824522019,0.4916228278,0.4641436074
0.4641436074,0.5362537045,0.4824522019,0.4776709036,0.4824522019,0.4641436074
0.4641436074,0.4641436074,0.5362537045,0.4824522019,0.4776709036,0.4641436074
0.4641436074,0.4641436074,0.4641436074,0.5362537045,0.4824522019,0.480459648
0.480459648,0.4641436074,0.4641436074,0.4641436074,0.5362537045,0.5437953125
0.5437953125,0.480459648,0.4641436074,0.4641436074,0.4641436074,0.5358563926
0.5358563926,0.5437953125,0.480459648,0.4641436074,0.4641436074,0.5741696835
0.5741696835,0.5358563926,0.5437953125,0.480459648,0.4641436074,0.6439361376
0.6439361376,0.5741696835,0.5358563926,0.5437953125,0.480459648,0.6439361376
0.6439361376,0.6439361376,0.5741696835,0.5358563926,0.5437953125,0.9999991365
0.9999991365,0.6439361376,0.6439361376,0.5741696835,0.5358563926,1
1,0.9999991365,0.6439361376,0.6439361376,0.5741696835,1
0.5298926441,0.5083771722,0.5159534369,0.5,0.5,0.5298926441
0.5536940628,0.5298926441,0.5083771722,0.5159534369,0.5,0.5536940628
0.5342667914,0.5536940628,0.5298926441,0.5083771722,0.5159534369,0.5342667914
0.515156159,0.5342667914,0.5536940628,0.5298926441,0.5083771722,0.515156159
0.5239221827,0.515156159,0.5342667914,0.5536940628,0.5298926441,0.5239221827
0.5310859735,0.5239221827,0.515156159,0.5342667914,0.5536940628,0.5310859735
0.5445882967,0.5310859735,0.5239221827,0.515156159,0.5342667914,0.5445882967
0.5453811033,0.5445882967,0.5310859735,0.5239221827,0.515156159,0.5453811033
0.5354590449,0.5453811033,0.5445882967,0.5310859735,0.5239221827,0.5354590449
0.4514495091,0.5354590449,0.5453811033,0.5445882967,0.5310859735,0.4514495091
0.3966607211,0.4514495091,0.5354590449,0.5453811033,0.5445882967,0.3966607211
0.3650471854,0.3966607211,0.4514495091,0.5354590449,0.5453811033,0.3650471854
0.3650471854,0.3650471854,0.3966607211,0.4514495091,0.5354590449,0.3650471854
0.3820885778,0.3650471854,0.3650471854,0.3966607211,0.4514495091,0.3820885778
0.3519727076,0.3820885778,0.3650471854,0.3650471854,0.3966607211,0.3519727076
0.2248245979,0.3519727076,0.3820885778,0.3650471854,0.3650471854,0.2248245979
0.2679581794,0.2248245979,0.3519727076,0.3820885778,0.3650471854,0.2679581794
0.4144938738,0.2679581794,0.2248245979,0.3519727076,0.3820885778,0.4144938738
0.4944149905,0.4144938738,0.2679581794,0.2248245979,0.3519727076,0.4944149905
0.5127639746,0.4944149905,0.4144938738,0.2679581794,0.2248245979,0.5127639746
1,0.5127639746,0.4944149905,0.4144938738,0.2679581794,1
0.5127639746,0.5,0.5,0.5,0.5,0.5127639746
0.5199388058,0.5127639746,0.5,0.5,0.5,0.5199388058
0.5199388058,0.5199388058,0.5127639746,0.5,0.5,0.5199388058
0.5294948074,0.5199388058,0.5199388058,0.5127639746,0.5,0.5294948074
0.5047871925,0.5294948074,0.5199388058,0.5199388058,0.5127639746,0.5047871925
0.5031915042,0.5047871925,0.5294948074,0.5199388058,0.5199388058,0.5031915042
0.4916228278,0.5031915042,0.5047871925,0.5294948074,0.5199388058,0.4916228278
0.4916228278,0.4916228278,0.5031915042,0.5047871925,0.5294948074,0.4916228278
0.5,0.4916228278,0.4916228278,0.5031915042,0.5047871925,0.5
0.4808581213,0.5,0.4916228278,0.4916228278,0.5031915042,0.4808581213
0.4534300267,0.4808581213,0.5,0.4916228278,0.4916228278,0.4534300267
0.4403823076,0.4534300267,0.4808581213,0.5,0.4916228278,0.4403823076
0.4321118828,0.4403823076,0.4534300267,0.4808581213,0.5,0.4321118828
0.26500197,0.4321118828,0.4403823076,0.4534300267,0.4808581213,0.26500197
0.26500197,0.26500197,0.4321118828,0.4403823076,0.4534300267,0.26500197
0.0140102231,0.26500197,0.26500197,0.4321118828,0.4403823076,0.0140102231
0,0.0140102231,0.26500197,0.26500197,0.4321118828,0
0.4832493491,0.4832493491,0.4920216863,0.4920216863,0.5,0.4550152776
0.4550152776,0.4832493491,0.4832493491,0.4920216863,0.4920216863,0.4550152776
0.4550152776,0.4550152776,0.4832493491,0.4832493491,0.4920216863,0.4380165106
0.4380165106,0.4550152776,0.4550152776,0.4832493491,0.4832493491,0.4380165106
0.4380165106,0.4380165106,0.4550152776,0.4550152776,0.4832493491,0.4106007102
0.4106007102,0.4380165106,0.4380165106,0.4550152776,0.4550152776,0.4102118711
0.4102118711,0.4106007102,0.4380165106,0.4380165106,0.4550152776,0.3982034536
0.3982034536,0.4102118711,0.4106007102,0.4380165106,0.4380165106,0.356809509
0.356809509,0.3982034536,0.4102118711,0.4106007102,0.4380165106,0.3571825378
0.3571825378,0.356809509,0.3982034536,0.4102118711,0.4106007102,0.3332341852
0.3332341852,0.3571825378,0.356809509,0.3982034536,0.4102118711,0.4270067275
0.4270067275,0.3332341852,0.3571825378,0.356809509,0.3982034536,0.3490080168
0.3490080168,0.4270067275,0.3332341852,0.3571825378,0.356809509,0.3490080168
0.3490080168,0.3490080168,0.4270067275,0.3332341852,0.3571825378,0.4546188967
0.4546188967,0.3490080168,0.3490080168,0.4270067275,0.3332341852,0.5063828042
0.5063828042,0.4546188967,0.3490080168,0.3490080168,0.4270067275,0.7936067932
0.7936067932,0.5063828042,0.4546188967,0.3490080168,0.3490080168,0.9033707726
0.9033707726,0.7936067932,0.5063828042,0.4546188967,0.3490080168,0.9950313001
0.9950313001,0.9033707726,0.7936067932,0.5063828042,0.4546188967,1
0.5035904321,0.5083771722,0.5163520521,0.5079783137,0.5,0.4968084958
0.4968084958,0.5035904321,0.5083771722,0.5163520521,0.5079783137,0.4880335266
0.4880335266,0.4968084958,0.5035904321,0.5083771722,0.5163520521,0.4689140265
0.4689140265,0.4880335266,0.4968084958,0.5035904321,0.5083771722,0.3836150407
0.3836150407,0.4689140265,0.4880335266,0.4968084958,0.5035904321,0.3145478681
0.3145478681,0.3836150407,0.4689140265,0.4880335266,0.4968084958,0.2752536903
0.2752536903,0.3145478681,0.3836150407,0.4689140265,0.4880335266,0.3482682735
0.3482682735,0.2752536903,0.3145478681,0.3836150407,0.4689140265,0.3482682735
0.3482682735,0.3482682735,0.2752536903,0.3145478681,0.3836150407,0.2863770661
0.2863770661,0.3482682735,0.3482682735,0.2752536903,0.3145478681,0.2165200552
0.2165200552,0.2863770661,0.3482682735,0.3482682735,0.2752536903,0.1416355581
0.1416355581,0.2165200552,0.2863770661,0.3482682735,0.3482682735,0.06362954883
0.06362954883,0.1416355581,0.2165200552,0.2863770661,0.3482682735,0.001484158904
0.001484158904,0.06362954883,0.1416355581,0.2165200552,0.2863770661,0.0002133456802
0.0002133456802,0.001484158904,0.06362954883,0.1416355581,0.2165200552,0
0,0.0002133456802,0.001484158904,0.06362954883,0.1416355581,0
0,0,0.0002133456802,0.001484158904,0.06362954883,0
0.4836479479,0.4709030588,0.4840465631,0.4920216863,0.5,0.4836479479
0.4836479479,0.4836479479,0.4709030588,0.4840465631,0.4920216863,0.4836479479
0.4836479479,0.4836479479,0.4836479479,0.4709030588,0.4840465631,0.4916228278
0.4916228278,0.4836479479,0.4836479479,0.4836479479,0.4709030588,0.519540352
0.519540352,0.4916228278,0.4836479479,0.4836479479,0.4836479479,0.5698530288
0.5698530288,0.519540352,0.4916228278,0.4836479479,0.4836479479,0.6163849593
0.6163849593,0.5698530288,0.519540352,0.4916228278,0.4836479479,0.6854521319
0.6854521319,0.6163849593,0.5698530288,0.519540352,0.4916228278,0.9028563325
0.9028563325,0.6854521319,0.6163849593,0.5698530288,0.519540352,0.9116522837
0.9116522837,0.9028563325,0.6854521319,0.6163849593,0.5698530288,0.9581848624
0.9581848624,0.9116522837,0.9028563325,0.6854521319,0.6163849593,1
0.5083771722,0.5159534369,0.5159534369,0.5079783137,0.5,0.5167506509
0.5167506509,0.5083771722,0.5159534369,0.5159534369,0.5079783137,0.5422088239
0.5422088239,0.5167506509,0.5083771722,0.5159534369,0.5159534369,0.5473623221
0.5473623221,0.5422088239,0.5167506509,0.5083771722,0.5159534369,0.5481544824
0.5481544824,0.5473623221,0.5422088239,0.5167506509,0.5083771722,0.6270309829
0.6270309829,0.5481544824,0.5473623221,0.5422088239,0.5167506509,0.6732841717
0.6732841717,0.6270309829,0.5481544824,0.5473623221,0.5422088239,0.740212283
0.740212283,0.6732841717,0.6270309829,0.5481544824,0.5473623221,0.8510622259
0.8510622259,0.740212283,0.6732841717,0.6270309829,0.5481544824,0.8792006114
0.8792006114,0.8510622259,0.740212283,0.6732841717,0.6270309829,0.8808009121
0.8808009121,0.8792006114,0.8510622259,0.740212283,0.6732841717,0.922050492
0.922050492,0.8808009121,0.8792006114,0.8510622259,0.740212283,0.9420247244
0.9420247244,0.922050492,0.8808009121,0.8792006114,0.8510622259,1
0.5127639746,0.5,0.5,0.5,0.5,0.5
0.5,0.5127639746,0.5,0.5,0.5,0.5
0.5,0.5,0.5127639746,0.5,0.5,0.5651344281
0.5651344281,0.5,0.5,0.5127639746,0.5,0.6075733922
0.6075733922,0.5651344281,0.5,0.5,0.5127639746,0.614856688
0.614856688,0.6075733922,0.5651344281,0.5,0.5,0.5536940628
0.5536940628,0.614856688,0.6075733922,0.5651344281,0.5,0.6137093112
0.6137093112,0.5536940628,0.614856688,0.6075733922,0.5651344281,0.6696692318
0.6696692318,0.6137093112,0.5536940628,0.614856688,0.6075733922,0.6754453806
0.6754453806,0.6696692318,0.6137093112,0.5536940628,0.614856688,0.746334723
0.746334723,0.6754453806,0.6696692318,0.6137093112,0.5536940628,0.8185887451
0.8185887451,0.746334723,0.6754453806,0.6696692318,0.6137093112,0.6277878224
0.6277878224,0.8185887451,0.746334723,0.6754453806,0.6696692318,0.686516417
0.686516417,0.6277878224,0.8185887451,0.746334723,0.6754453806,0.7398879501
0.7398879501,0.686516417,0.6277878224,0.8185887451,0.746334723,0.9987319473
0.9987319473,0.7398879501,0.686516417,0.6277878224,0.8185887451,1
0.4380165106,0.4558081734,0.4788659539,0.4920216863,0.5,0.4102118711
0.4102118711,0.4380165106,0.4558081734,0.4788659539,0.4920216863,0.4102118711
0.4102118711,0.4102118711,0.4380165106,0.4558081734,0.4788659539,0.3642956594
0.3642956594,0.4102118711,0.4102118711,0.4380165106,0.4558081734,0.3564366171
0.3564366171,0.3642956594,0.4102118711,0.4102118711,0.4380165106,0.296670767
0.296670767,0.3564366171,0.3642956594,0.4102118711,0.4102118711,0.3188203675
0.3188203675,0.296670767,0.3564366171,0.3642956594,0.4102118711,0.2877397188
0.2877397188,0.3188203675,0.296670767,0.3564366171,0.3642956594,0.2819697278
0.2819697278,0.2877397188,0.3188203675,0.296670767,0.3564366171,0.2880808601
0.2880808601,0.2819697278,0.2877397188,0.3188203675,0.296670767,0.2588159717
0.2588159717,0.2880808601,0.2819697278,0.2877397188,0.3188203675,0.2511102648
0.2511102648,0.2588159717,0.2880808601,0.2819697278,0.2877397188,0.2348399421
0.2348399421,0.2511102648,0.2588159717,0.2880808601,0.2819697278,0.2422760154
0.2422760154,0.2348399421,0.2511102648,0.2588159717,0.2880808601,0.2230300021
0.2230300021,0.2422760154,0.2348399421,0.2511102648,0.2588159717,0.1427602559
0.1427602559,0.2230300021,0.2422760154,0.2348399421,0.2511102648,0.04686909631
0.04686909631,0.1427602559,0.2230300021,0.2422760154,0.2348399421,0.0518685489
0.0518685489,0.04686909631,0.1427602559,0.2230300021,0.2422760154,0.1049210027
0.1049210027,0.0518685489,0.04686909631,0.1427602559,0.2230300021,0.1184045737
0.1184045737,0.1049210027,0.0518685489,0.04686909631,0.1427602559,0.185393544
0.185393544,0.1184045737,0.1049210027,0.0518685489,0.04686909631,0.1772229901
0.1772229901,0.185393544,0.1184045737,0.1049210027,0.0518685489,0.1400710901
0.1400710901,0.1772229901,0.185393544,0.1184045737,0.1049210027,0.159382255
0.159382255,0.1400710901,0.1772229901,0.185393544,0.1184045737,0.1347965688
0.1347965688,0.159382255,0.1400710901,0.1772229901,0.185393544,0.1657741393
0.1657741393,0.1347965688,0.159382255,0.1400710901,0.1772229901,0.1998939767
0.1998939767,0.1657741393,0.1347965688,0.159382255,0.1400710901,0.1875394502
0.1875394502,0.1998939767,0.1657741393,0.1347965688,0.159382255,0.1195977531
0.1195977531,0.1875394502,0.1998939767,0.1657741393,0.1347965688,0.1910591269
0.1910591269,0.1195977531,0.1875394502,0.1998939767,0.1657741393,0.1968296521
0.1968296521,0.1910591269,0.1195977531,0.1875394502,0.1998939767,0.2135977157
0.2135977157,0.1968296521,0.1910591269,0.1195977531,0.1875394502,0.2133067511
0.2133067511,0.2135977157,0.1968296521,0.1910591269,0.1195977531,1
0.4836479479,0.4916228278,0.4920216863,0.4920216863,0.5,0.4720968298
0.4720968298,0.4836479479,0.4916228278,0.4920216863,0.4920216863,0.4633490198
0.4633490198,0.4720968298,0.4836479479,0.4916228278,0.4920216863,0.3974318868
0.3974318868,0.4633490198,0.4720968298,0.4836479479,0.4916228278,0.3601716568
0.3601716568,0.3974318868,0.4633490198,0.4720968298,0.4836479479,0.3095945257
0.3095945257,0.3601716568,0.3974318868,0.4633490198,0.4720968298,0.2153483529
0.2153483529,0.3095945257,0.3601716568,0.3974318868,0.4633490198,0.06745722107
0.06745722107,0.2153483529,0.3095945257,0.3601716568,0.3974318868,0
0.5163520521,0.5211340461,0.5279031702,0.5,0.5,0.5083771722
0.5083771722,0.5163520521,0.5211340461,0.5279031702,0.5,0.5449847224
0.5449847224,0.5083771722,0.5163520521,0.5211340461,0.5279031702,0.5536940628
0.5536940628,0.5449847224,0.5083771722,0.5163520521,0.5211340461,0.5
0.5,0.5536940628,0.5449847224,0.5083771722,0.5163520521,0.5047871925
0.5047871925,0.5,0.5536940628,0.5449847224,0.5083771722,0.4952128075
0.4952128075,0.5047871925,0.5,0.5536940628,0.5449847224,0.4952128075
0.4952128075,0.4952128075,0.5047871925,0.5,0.5536940628,0.452241574
0.452241574,0.4952128075,0.4952128075,0.5047871925,0.5,0.3752424685
0.3752424685,0.452241574,0.4952128075,0.4952128075,0.5047871925,0.352715297
0.352715297,0.3752424685,0.452241574,0.4952128075,0.4952128075,0.4273990093
0.4273990093,0.352715297,0.3752424685,0.452241574,0.4952128075,0.3893551999
0.3893551999,0.4273990093,0.352715297,0.3752424685,0.452241574,0.3684354332
0.3684354332,0.3893551999,0.4273990093,0.352715297,0.3752424685,0.3303307682
0.3303307682,0.3684354332,0.3893551999,0.4273990093,0.352715297,0.2212435924
0.2212435924,0.3303307682,0.3684354332,0.3893551999,0.4273990093,0
0.4629517806,0.4546188967,0.4872360254,0.5,0.5,0.5083771722
0.5083771722,0.4629517806,0.4546188967,0.4872360254,0.5,0.4952128075
0.4952128075,0.5083771722,0.4629517806,0.4546188967,0.4872360254,0.5
0.5,0.4952128075,0.5083771722,0.4629517806,0.4546188967,0.4868372938
0.4868372938,0.5,0.4952128075,0.5083771722,0.4629517806,0.480459648
0.480459648,0.4868372938,0.5,0.4952128075,0.5083771722,0.5540893595
0.5540893595,0.480459648,0.4868372938,0.5,0.4952128075,0.5449847224
0.5449847224,0.5540893595,0.480459648,0.4868372938,0.5,0.5694601832
0.5694601832,0.5449847224,0.5540893595,0.480459648,0.4868372938,1
0.4968084958,0.4705051926,0.4960106437,0.5,0.5,0.4716988777
0.4716988777,0.4968084958,0.4705051926,0.4960106437,0.5,0.4605691351
0.4605691351,0.4716988777,0.4968084958,0.4705051926,0.4960106437,0.4613631972
0.4613631972,0.4605691351,0.4716988777,0.4968084958,0.4705051926,0.4613631972
0.4613631972,0.4613631972,0.4605691351,0.4716988777,0.4968084958,0.5175477981
0.5175477981,0.4613631972,0.4613631972,0.4605691351,0.4716988777,0.4728928171
0.4728928171,0.5175477981,0.4613631972,0.4613631972,0.4605691351,0.4443299952
0.4443299952,0.4728928171,0.5175477981,0.4613631972,0.4613631972,0.4550152776
0.4550152776,0.4443299952,0.4728928171,0.5175477981,0.4613631972,0.4266145178
0.4266145178,0.4550152776,0.4443299952,0.4728928171,0.5175477981,0.3504892237
0.3504892237,0.4266145178,0.4550152776,0.4443299952,0.4728928171,0
0.5362537045,0.5,0.5,0.4920216863,0.5,0.5647407827
0.5647407827,0.5362537045,0.5,0.5,0.4920216863,0.5729932725
0.5729932725,0.5647407827,0.5362537045,0.5,0.5,0.5706385121
0.5706385121,0.5729932725,0.5647407827,0.5362537045,0.5,0.572208637
0.572208637,0.5706385121,0.5729932725,0.5647407827,0.5362537045,0.498803175
0.498803175,0.572208637,0.5706385121,0.5729932725,0.5647407827,0.518344875
0.518344875,0.498803175,0.572208637,0.5706385121,0.5729932725,0.5091748635
0.5091748635,0.518344875,0.498803175,0.572208637,0.5706385121,0.5139601296
0.5139601296,0.5091748635,0.518344875,0.498803175,0.572208637,0.519540352
0.519540352,0.5139601296,0.5091748635,0.518344875,0.498803175,0.5631655631
0.5631655631,0.519540352,0.5139601296,0.5091748635,0.518344875,0.5893992898
0.5893992898,0.5631655631,0.519540352,0.5139601296,0.5091748635,0.6521013821
0.6521013821,0.5893992898,0.5631655631,0.519540352,0.5139601296,0.7088403132
0.7088403132,0.6521013821,0.5893992898,0.5631655631,0.519540352,0.8484949972
0.8484949972,0.7088403132,0.6521013821,0.5893992898,0.5631655631,0.7523805246
0.7523805246,0.8484949972,0.7088403132,0.6521013821,0.5893992898,0.7523805246
0.7523805246,0.7523805246,0.8484949972,0.7088403132,0.6521013821,0.8673604067
0.8673604067,0.7523805246,0.7523805246,0.8484949972,0.7088403132,0.9423717777
0.9423717777,0.8673604067,0.7523805246,0.7523805246,0.8484949972,0.9420247244
0.9420247244,0.9423717777,0.8673604067,0.7523805246,0.7523805246,0.9985350573
0.9985350573,0.9420247244,0.9423717777,0.8673604067,0.7523805246,1
